endereco;valor;area;quartos;vagas;banheiros;pagina
Rua Paraguaçu - Perdizes, São Paulo - SP;4100000.0;267;4;5;6;80
Rua Piracuama - Perdizes, São Paulo - SP;1277000.0;125;4;3;3;80
Rua Carlos Camargo Aranha, 142 - Jardim São Paulo, São Paulo - SP;0.0;74;2;1;1;80
Rua Aimberê - Perdizes, São Paulo - SP;1170000.0;74;2;2;3;80
Rua Wanderley - Perdizes, São Paulo - SP;6000.0;200;4;3;6;80
Rua Monte Alegre - Perdizes, São Paulo - SP;1250000.0;127;3;1;2;80
Rua Diana, 820 - Perdizes, São Paulo - SP;1670000.0;223;4;6;6;80
Rua Paris - Perdizes, São Paulo - SP;890000.0;93;3;2;2;80
Rua Campevas - Perdizes, São Paulo - SP;850000.0;72;3;2;2;80
Rua Dionísio da Costa, 155 - Vila Mariana, São Paulo - SP;574000.0;45;1;1;1;80
Rua Caiubi - Perdizes, São Paulo - SP;2465000.0;172;3;3;4;80
Rua Paris - Perdizes, São Paulo - SP;840000.0;69;2;1;2;80
Rua Iperoig - Perdizes, São Paulo - SP;1100000.0;116;3;2;2;80
Rua Doutor Cândido Espinheira - Perdizes, São Paulo - SP;1700000.0;200;3;3;3;80
Rua dos Caetés - Perdizes, São Paulo - SP;4600000.0;266;4;5;6;80
Rua Palestra Itália - Perdizes, São Paulo - SP;1060000.0;105;4;2;4;80
Rua Borges Lagoa, 299 - Vila Clementino, São Paulo - SP;1385000.0;106;3;2;2;80
Perdizes, São Paulo - SP;1870000.0;168;4;3;5;80
Rua Tucuna - Perdizes, São Paulo - SP;870000.0;97;3;2;2;80
Rua Cayowaá - Perdizes, São Paulo - SP;1104000.0;100;3;2;2;80
Rua Itapicuru - Perdizes, São Paulo - SP;980000.0;160;3;1;2;80
Rua Turiassu, 75 - Perdizes, São Paulo - SP;1440000.0;120;2;2;1;80
Rua Cayowaá - Perdizes, São Paulo - SP;753000.0;80;3;1;3;80
Rua Cayowaá, 1258 - Perdizes, São Paulo - SP;1010000.0;110;3;1;3;81
Rua Campevas, 238 - Perdizes, São Paulo - SP;0.0;106;2;1;4;81
Rua Apinajés, 931 - Perdizes, São Paulo - SP;760000.0;67;2;2;2;81
Rua Cardoso de Almeida, 978 - Perdizes, São Paulo - SP;980000.0;117;3;1;4;81
Rua dos Caetés, 878 - Perdizes, São Paulo - SP;600000.0;70;2;1;2;81
Rua Diana, 649 - Perdizes, São Paulo - SP;950000.0;105;3;1;3;81
Rua Cayowaá, 524 - Perdizes, São Paulo - SP;690000.0;69;3;1;2;81
Rua Cayowaá, 604 - Perdizes, São Paulo - SP;950000.0;96;2;1;2;81
Rua Iperoig, 333 - Perdizes, São Paulo - SP;0.0;171;0;3;5;81
Rua Aimberê, 406 - Perdizes, São Paulo - SP;1500000.0;131;3;2;3;81
Rua Cayowaá, 604 - Perdizes, São Paulo - SP;400000.0;37;1;0;1;81
Rua Apiacás, 961 - Perdizes, São Paulo - SP;2800000.0;196;4;4;5;81
Rua Cotoxó, 1290 - Perdizes, São Paulo - SP;2500000.0;150;3;3;4;81
Rua Caiubi, 1329 - Perdizes, São Paulo - SP;630000.0;70;2;1;2;81
Rua Cardoso de Almeida, 1116 - Perdizes, São Paulo - SP;1250000.0;137;3;1;3;81
Rua Iperoig, 333 - Perdizes, São Paulo - SP;0.0;171;3;3;3;81
Rua Ministro Godói, 664 - Perdizes, São Paulo - SP;3000000.0;174;3;2;5;81
Rua Paraguaçu - Perdizes, São Paulo - SP;6000000.0;267;3;5;4;81
Rua Cotoxó, 1290 - Perdizes, São Paulo - SP;2385000.0;153;3;3;5;81
Rua Apinajés, 271 - Perdizes, São Paulo - SP;1950000.0;173;3;4;5;81
Rua dos Caetés, 100 - Perdizes, São Paulo - SP;5500000.0;266;4;5;6;81
Rua Ministro Godói, 539 - Perdizes, São Paulo - SP;895000.0;106;3;1;3;81
Rua Cayowaá - Perdizes, São Paulo - SP;875000.0;110;3;1;3;81
Rua Cayowaá, 425 - Perdizes, São Paulo - SP;2300000.0;155;4;2;3;81
Rua Desembargador do Vale, 333 - Perdizes, São Paulo - SP;1500000.0;121;3;3;3;81
Rua Cardoso de Almeida, 978 - Perdizes, São Paulo - SP;550000.0;56;2;1;1;81
Rua Cayowaá, 390 - Perdizes, São Paulo - SP;2000000.0;100;3;2;3;81
Rua Apiacás - Perdizes, São Paulo - SP;1450000.0;127;3;2;3;81
Rua Apinajés, 969 - Perdizes, São Paulo - SP;1800000.0;226;4;3;4;81
Rua Monte Alegre, 1457 - Perdizes, São Paulo - SP;855000.0;93;3;3;3;81
Perdizes, São Paulo - SP;2190000.0;190;3;3;5;81
Rua Apinajés - Perdizes, São Paulo - SP;2100000.0;157;3;4;5;81
Rua Bartira, 901 - Perdizes, São Paulo - SP;1810000.0;186;4;2;5;81
Rua Tavares Bastos - Perdizes, São Paulo - SP;2950000.0;240;4;5;6;81
Rua Doutor Cândido Espinheira, 758 - Perdizes, São Paulo - SP;3500000.0;221;4;4;6;81
Rua Cardoso de Almeida, 612 - Perdizes, São Paulo - SP;739900.0;101;2;1;2;81
Rua Ministro Ferreira Alves - Perdizes, São Paulo - SP;870000.0;72;3;2;2;82
Alameda dos Arapanés, 918 - Moema, São Paulo - SP;541270.0;24;1;0;1;82
Rua Apinajés - Perdizes, São Paulo - SP;2500.0;88;3;1;2;82
Perdizes, São Paulo - SP;3470000.0;222;4;3;6;82
Rua Caiubi - Perdizes, São Paulo - SP;640000.0;62;3;1;3;82
Rua Cardoso de Almeida - Perdizes, São Paulo - SP;600000.0;107;2;1;1;82
Rua Paris - Perdizes, São Paulo - SP;805000.0;68;1;1;2;82
Rua Cayowaá - Perdizes, São Paulo - SP;589000.0;52;1;1;1;82
Alameda dos Arapanés, 918 - Moema, São Paulo - SP;0.0;24;1;0;1;82
Rua Caiubi - Perdizes, São Paulo - SP;1300000.0;104;3;2;3;82
Rua Monte Alegre - Perdizes, São Paulo - SP;24000.0;407;3;6;5;82
Rua Caraíbas, 1336 - Perdizes, São Paulo - SP;1100000.0;117;4;2;3;82
Perdizes, São Paulo - SP;2970000.0;225;4;5;6;82
Rua Tucuna - Perdizes, São Paulo - SP;1180000.0;104;3;2;1;82
Perdizes, São Paulo - SP;1750000.0;138;3;3;4;82
Rua Loefgren, 04040-901 - Vila Clementino, São Paulo - SP;2459139.0;158;1;1;1;82
Rua Tucuna - Perdizes, São Paulo - SP;1383000.0;135;3;2;4;82
Rua Ministro Ferreira Alves - Perdizes, São Paulo - SP;700000.0;55;1;1;1;82
Rua Bartira, 238 - Perdizes, São Paulo - SP;875000.0;63;2;1;2;82
Rua Cardoso de Almeida - Perdizes, São Paulo - SP;795000.0;101;2;1;2;82
Rua Apinajés - Perdizes, São Paulo - SP;895000.0;117;2;1;1;82
Rua Bernardo da Veiga - Perdizes, São Paulo - SP;1400000.0;183;3;3;5;82
Avenida Cotovia, 308 - Indianópolis, São Paulo - SP;0.0;172;4;3;3;82
Rua dos Caetés - Perdizes, São Paulo - SP;850000.0;118;3;2;3;82
Rua Cayowaá - Perdizes, São Paulo - SP;1065000.0;105;3;1;3;82
Rua Professor João Arruda, 284 - Perdizes, São Paulo - SP;640000.0;131;2;2;2;82
Perdizes, São Paulo - SP;2100000.0;205;4;3;5;82
Rua Monte Alegre - Perdizes, São Paulo - SP;640000.0;84;3;1;2;82
Rua Melo Palheta - Perdizes, São Paulo - SP;360000.0;35;1;0;1;82
Rua Evaristo da Veiga, 72 - Catumbi, São Paulo - SP;350000.0;56;2;1;2;82
Rua Cardoso de Almeida - Perdizes, São Paulo - SP;980000.0;117;3;1;3;82
Rua Monte Alegre - Perdizes, São Paulo - SP;1650000.0;186;4;3;4;82
Perdizes, São Paulo - SP;1960000.0;192;4;3;5;82
Perdizes, São Paulo - SP;1170010.0;110;3;2;3;82
Rua Iperoig - Perdizes, São Paulo - SP;1100000.0;110;3;2;3;82
Rua Ministro Ferreira Alves - Perdizes, São Paulo - SP;960000.0;74;3;1;3;82
Rua Caraíbas, 1336 - Perdizes, São Paulo - SP;1100000.0;117;4;2;3;83
Avenida Tomás Rabelo e Silva, 488 - Freguesia do Ó, São Paulo - SP;169500.0;27;1;1;1;83
Perdizes, São Paulo - SP;2970000.0;225;4;5;6;83
Rua Tucuna - Perdizes, São Paulo - SP;1180000.0;104;3;2;1;83
Perdizes, São Paulo - SP;1750000.0;138;3;3;4;83
Rua Tucuna - Perdizes, São Paulo - SP;1383000.0;135;3;2;4;83
Rua Ministro Ferreira Alves - Perdizes, São Paulo - SP;700000.0;55;1;1;1;83
Rua Bartira, 238 - Perdizes, São Paulo - SP;875000.0;63;2;1;2;83
Alameda dos Jurupis, 700 - Indianópolis, São Paulo - SP;0.0;23;1;0;1;83
Rua Cardoso de Almeida - Perdizes, São Paulo - SP;795000.0;101;2;1;2;83
Rua Sebastião Cortes - Perdizes, São Paulo - SP;396000.0;42;1;1;1;83
Rua Apinajés - Perdizes, São Paulo - SP;895000.0;117;2;1;1;83
Rua Bernardo da Veiga - Perdizes, São Paulo - SP;1400000.0;183;3;3;5;83
Rua dos Caetés - Perdizes, São Paulo - SP;850000.0;118;3;2;3;83
Rua Cayowaá - Perdizes, São Paulo - SP;1065000.0;105;3;1;3;83
Avenida Cotovia - Indianópolis, São Paulo - SP;0.0;102;2;2;2;83
Rua Professor João Arruda, 284 - Perdizes, São Paulo - SP;640000.0;131;2;2;2;83
Perdizes, São Paulo - SP;2100000.0;205;4;3;5;83
Rua Monte Alegre - Perdizes, São Paulo - SP;640000.0;84;3;1;2;83
Rua Melo Palheta - Perdizes, São Paulo - SP;360000.0;35;1;0;1;83
Rua Cardoso de Almeida - Perdizes, São Paulo - SP;980000.0;117;3;1;3;83
Rua Monte Alegre - Perdizes, São Paulo - SP;1650000.0;186;4;3;4;83
Avenida Conceição, 375 - Carandiru, São Paulo - SP;844757.0;73;2;2;1;83
Perdizes, São Paulo - SP;1960000.0;192;4;3;5;83
Perdizes, São Paulo - SP;1170010.0;110;3;2;3;83
Rua Iperoig - Perdizes, São Paulo - SP;1100000.0;110;3;2;3;83
Rua Ministro Ferreira Alves - Perdizes, São Paulo - SP;960000.0;74;3;1;3;83
Rua Professor João Arruda - Perdizes, São Paulo - SP;840000.0;94;3;2;2;83
Avenida Nicolas Boer - Perdizes, São Paulo - SP;760000.0;60;2;1;2;83
Rua Chico Pontes, 695 - Vila Guilherme, São Paulo - SP;445707.0;59;2;1;2;83
Rua João Ramalho, 586 - Perdizes, São Paulo - SP;1190000.0;128;3;1;3;83
Rua Doutor Cândido Espinheira - Perdizes, São Paulo - SP;2900000.0;221;3;4;6;83
Rua João Ramalho - Perdizes, São Paulo - SP;1530000.0;145;4;2;4;83
Rua Apinajés - Perdizes, São Paulo - SP;2250000.0;156;3;4;5;83
Rua Bartira - Perdizes, São Paulo - SP;1800000.0;220;3;1;2;83
Rua Desembargador do Vale - Perdizes, São Paulo - SP;1500000.0;174;4;3;4;83
Rua Cayowaá, 1258 - Perdizes, São Paulo - SP;1010000.0;110;3;1;3;84
Rua Campevas, 238 - Perdizes, São Paulo - SP;0.0;106;2;1;4;84
Rua Apinajés, 931 - Perdizes, São Paulo - SP;760000.0;67;2;2;2;84
Rua Cardoso de Almeida, 978 - Perdizes, São Paulo - SP;980000.0;117;3;1;4;84
Rua dos Caetés, 878 - Perdizes, São Paulo - SP;600000.0;70;2;1;2;84
Rua Diana, 649 - Perdizes, São Paulo - SP;950000.0;105;3;1;3;84
Rua Cayowaá, 524 - Perdizes, São Paulo - SP;690000.0;69;3;1;2;84
Rua Cayowaá, 604 - Perdizes, São Paulo - SP;950000.0;96;2;1;2;84
Rua Iperoig, 333 - Perdizes, São Paulo - SP;0.0;171;3;3;3;84
Rua Aimberê, 406 - Perdizes, São Paulo - SP;1500000.0;131;3;2;3;84
Rua Cayowaá, 604 - Perdizes, São Paulo - SP;400000.0;37;1;0;1;84
Rua Apiacás, 961 - Perdizes, São Paulo - SP;2800000.0;196;4;4;5;84
Rua Cotoxó, 1290 - Perdizes, São Paulo - SP;2500000.0;150;3;3;4;84
Rua Caiubi, 1329 - Perdizes, São Paulo - SP;630000.0;70;2;1;2;84
Rua Cardoso de Almeida, 1116 - Perdizes, São Paulo - SP;1250000.0;137;3;1;3;84
Rua Iperoig, 333 - Perdizes, São Paulo - SP;0.0;171;0;3;5;84
Rua Ministro Godói, 664 - Perdizes, São Paulo - SP;3000000.0;174;3;2;5;84
Rua Paraguaçu - Perdizes, São Paulo - SP;6000000.0;267;3;5;4;84
Rua Cotoxó, 1290 - Perdizes, São Paulo - SP;2385000.0;153;3;3;5;84
Rua Apinajés, 271 - Perdizes, São Paulo - SP;1950000.0;173;3;4;5;84
Rua dos Caetés, 100 - Perdizes, São Paulo - SP;5500000.0;266;4;5;6;84
Rua Ministro Godói, 539 - Perdizes, São Paulo - SP;895000.0;106;3;1;3;84
Rua Cayowaá - Perdizes, São Paulo - SP;875000.0;110;3;1;3;84
Rua Cayowaá, 425 - Perdizes, São Paulo - SP;2300000.0;155;4;2;3;84
Rua Desembargador do Vale, 333 - Perdizes, São Paulo - SP;1500000.0;121;3;3;3;84
Rua Cardoso de Almeida, 978 - Perdizes, São Paulo - SP;550000.0;56;2;1;1;84
Rua Cayowaá, 390 - Perdizes, São Paulo - SP;2000000.0;100;3;2;3;84
Rua Cardoso de Almeida, 612 - Perdizes, São Paulo - SP;739900.0;101;2;1;2;84
Rua Apiacás - Perdizes, São Paulo - SP;1450000.0;127;3;2;3;84
Rua Apinajés, 969 - Perdizes, São Paulo - SP;1800000.0;226;4;3;4;84
Rua Monte Alegre, 1457 - Perdizes, São Paulo - SP;855000.0;93;3;3;3;84
Perdizes, São Paulo - SP;2190000.0;190;3;3;5;84
Rua Apinajés - Perdizes, São Paulo - SP;2100000.0;157;3;4;5;84
Rua Bartira, 901 - Perdizes, São Paulo - SP;1810000.0;186;4;2;5;84
Rua Tavares Bastos - Perdizes, São Paulo - SP;2950000.0;240;4;5;6;84
Rua Doutor Cândido Espinheira, 758 - Perdizes, São Paulo - SP;3500000.0;221;4;4;6;84
Rua Desembargador do Vale - Perdizes, São Paulo - SP;1300000.0;105;3;2;2;85
Avenida Cotovia, 04517-001 - Indianópolis, São Paulo - SP;0.0;23;1;1;1;85
Perdizes, São Paulo - SP;2920000.0;224;4;5;4;85
Rua Aimberê, 607 - Perdizes, São Paulo - SP;919800.0;106;3;1;2;85
Perdizes, São Paulo - SP;2900.0;94;3;2;2;85
Rua Tucuna - Perdizes, São Paulo - SP;3500000.0;281;4;4;6;85
Rua Coronel Melo de Oliveira, 226 - Perdizes, São Paulo - SP;1490000.0;123;3;2;4;85
Rua Caiubi - Perdizes, São Paulo - SP;850000.0;115;3;1;3;85
Rua Jaibarás, 66 - Belenzinho, São Paulo - SP;430000.0;59;2;1;1;85
Rua Traipu, 214 - Perdizes, São Paulo - SP;2100000.0;170;3;3;3;85
Perdizes, São Paulo - SP;510000.0;51;2;1;1;85
Rua Apinajés - Perdizes, São Paulo - SP;762939.0;83;1;1;1;85
Rua Monte Alegre - Perdizes, São Paulo - SP;750000.0;105;3;1;3;85
Rua Tucuna, 114 - Perdizes, São Paulo - SP;450000.0;81;2;1;2;85
Rua Doutor Homem de Melo - Perdizes, São Paulo - SP;1900000.0;198;3;1;4;85
Avenida Cotovia, 611 - Indianópolis, São Paulo - SP;0.0;102;2;2;3;85
Rua Bartira - Perdizes, São Paulo - SP;855000.0;98;3;1;2;85
Perdizes, São Paulo - SP;4250000.0;266;4;5;7;85
Perdizes, São Paulo - SP;1790000.0;173;4;4;3;85
Rua Melo Palheta - Perdizes, São Paulo - SP;2300000.0;145;3;4;5;85
Rua Melo Palheta - Perdizes, São Paulo - SP;400000.0;55;2;0;1;85
Rua Diana - Perdizes, São Paulo - SP;642000.0;65;2;2;1;85
Rua Júlio de Castilhos, 248 - Belém, São Paulo - SP;0.0;24;1;0;1;85
Rua Doutor Franco da Rocha - Perdizes, São Paulo - SP;735000.0;78;1;1;1;85
Rua Cayowaá, 290 - Perdizes, São Paulo - SP;1306000.0;100;3;2;2;85
Rua Cayowaá, 0 - Perdizes, São Paulo - SP;10000.0;130;3;4;4;85
Rua Apinajés, 271 - Perdizes, São Paulo - SP;1950000.0;173;3;4;5;85
Rua Cayowaá - Perdizes, São Paulo - SP;1100000.0;130;3;1;2;85
Rua dos Caetés - Perdizes, São Paulo - SP;1070000.0;122;3;2;2;85
Avenida Cotovia, 611 - Moema, São Paulo - SP;0.0;102;2;2;3;85
Rua Apinajés - Perdizes, São Paulo - SP;2150000.0;185;3;4;5;85
Rua Doutor Homem de Melo - Perdizes, São Paulo - SP;1290000.0;125;2;2;2;85
Perdizes, São Paulo - SP;1300000.0;135;3;1;2;85
Perdizes, São Paulo - SP;1750000.0;208;3;3;4;85
Rua Doutor Homem de Melo, 1010 - Perdizes, São Paulo - SP;780000.0;60;2;1;2;85
Rua Apinajés - Perdizes, São Paulo - SP;1180000.0;117;3;2;3;85
Rua Francisco Bayardo, 551 - Perdizes, São Paulo - SP;700000.0;72;3;2;3;86
Avenida Cotovia, 737 - Indianópolis, São Paulo - SP;564850.0;24;1;1;1;86
Perdizes, São Paulo - SP;1250000.0;120;3;2;2;86
Rua Caraíbas - Perdizes, São Paulo - SP;1800000.0;180;4;3;5;86
Rua Paraguaçu - Perdizes, São Paulo - SP;2200000.0;172;4;3;5;86
Rua Aimberê - Perdizes, São Paulo - SP;1200000.0;118;3;2;3;86
Rua Cayowaá - Perdizes, São Paulo - SP;930000.0;105;3;1;3;86
Rua Tucuna - Perdizes, São Paulo - SP;800000.0;67;2;1;2;86
Rua Afonso Celso, 789 - Vila Mariana, São Paulo - SP;0.0;25;1;1;1;86
Rua Apiacás - Perdizes, São Paulo - SP;1450000.0;127;3;2;3;86
Rua Apiacás, 1188 - Perdizes, São Paulo - SP;1320000.0;105;3;2;4;86
Rua João Ramalho - Perdizes, São Paulo - SP;2120000.0;145;2;2;2;86
Rua Cardoso de Almeida - Perdizes, São Paulo - SP;2500.0;138;3;1;3;86
Rua Ciro Costa - Perdizes, São Paulo - SP;540000.0;30;1;1;1;86
Rua Diana - Perdizes, São Paulo - SP;470000.0;70;2;1;1;86
Avenida Jurucê, 194 - Indianópolis, São Paulo - SP;0.0;45;1;1;1;86
Rua Wanderley - Perdizes, São Paulo - SP;3000000.0;210;3;4;5;86
Rua Doutor Franco da Rocha - Perdizes, São Paulo - SP;3100000.0;250;3;4;4;86
Rua Cayowaá - Perdizes, São Paulo - SP;1077000.0;100;3;2;2;86
Rua Tucuna - Perdizes, São Paulo - SP;989000.0;88;3;2;2;86
Rua Apinajés, 105 - Perdizes, São Paulo - SP;2300.0;41;1;1;1;86
Perdizes, São Paulo - SP;3700000.0;244;3;4;5;86
Avenida Jurucê, 194 - Indianópolis, São Paulo - SP;0.0;40;1;1;2;86
Perdizes, São Paulo - SP;2200000.0;157;3;5;5;86
Rua Wanderley - Perdizes, São Paulo - SP;2100000.0;228;3;3;4;86
Rua Diana - Perdizes, São Paulo - SP;1025000.0;98;3;1;3;86
Rua Ministro Godói - Perdizes, São Paulo - SP;950000.0;141;3;1;2;86
Perdizes, São Paulo - SP;2350000.0;190;3;4;5;86
Rua Campevas - Perdizes, São Paulo - SP;380000.0;38;1;1;1;86
Rua Primeiro de Janeiro, 236 - Vila Clementino, São Paulo - SP;0.0;25;1;1;2;86
Perdizes, São Paulo - SP;3145000.0;241;3;3;5;86
Perdizes, São Paulo - SP;1400000.0;114;2;2;4;86
Perdizes, São Paulo - SP;3000000.0;236;3;4;3;86
Rua Turiassu, 130 - Perdizes, São Paulo - SP;510000.0;43;2;1;1;86
Rua Ministro Godói - Perdizes, São Paulo - SP;1556000.0;140;3;1;1;86
Rua Monte Alegre - Perdizes, São Paulo - SP;850000.0;93;3;3;3;86
Perdizes, São Paulo - SP;1400000.0;114;2;2;4;87
Alameda dos Arapanés, 1441 - Moema, São Paulo - SP;0.0;51;1;0;0;87
Perdizes, São Paulo - SP;3000000.0;236;3;4;3;87
Rua Turiassu, 130 - Perdizes, São Paulo - SP;510000.0;43;2;1;1;87
Rua Ministro Godói - Perdizes, São Paulo - SP;1556000.0;140;3;1;1;87
Rua Monte Alegre - Perdizes, São Paulo - SP;850000.0;93;3;3;3;87
Rua Ministro Ferreira Alves - Perdizes, São Paulo - SP;1200000.0;124;3;4;3;87
Rua Cardoso de Almeida, 542 - Perdizes, São Paulo - SP;960000.0;113;4;1;2;87
Alameda dos Arapanés, 1441 - Moema, São Paulo - SP;490055.0;29;1;0;1;87
Rua Minerva - Perdizes, São Paulo - SP;760000.0;95;2;1;2;87
Rua Ministro Godói - Perdizes, São Paulo - SP;1450000.0;128;3;2;3;87
Praça Irmãos Karmann - Perdizes, São Paulo - SP;960000.0;113;3;2;3;87
Rua Padre Antônio Tomás, 219 - Perdizes, São Paulo - SP;532000.0;64;2;0;1;87
Rua Diana - Perdizes, São Paulo - SP;617000.0;84;2;1;2;87
Rua Caiubi - Perdizes, São Paulo - SP;2890000.0;212;4;4;5;87
Rua Intendência, 212 - Belém, São Paulo - SP;0.0;44;2;0;1;87
Rua Diana - Perdizes, São Paulo - SP;560000.0;81;2;1;1;87
Perdizes, São Paulo - SP;670000.0;70;2;1;1;87
Rua Cardoso de Almeida - Perdizes, São Paulo - SP;795000.0;98;3;1;3;87
Perdizes, São Paulo - SP;1600000.0;250;4;2;4;87
Rua Caiubi, 1096 - Perdizes, São Paulo - SP;719800.0;62;2;1;2;87
Rua Coronel Melo de Oliveira, 135 - Perdizes, São Paulo - SP;2300000.0;173;4;4;6;87
Rua Intendência, 212 - Belém, São Paulo - SP;225000.0;40;2;1;1;87
Rua Lincoln Albuquerque - Perdizes, São Paulo - SP;2390000.0;206;3;4;5;87
Rua Cayowaá, 702 - Perdizes, São Paulo - SP;637800.0;70;2;1;1;87
Rua Wanderley, 504 - Perdizes, São Paulo - SP;2350000.0;189;4;4;1;87
Rua Paraguaçu - Perdizes, São Paulo - SP;820000.0;112;3;1;3;87
Rua Tucuna - Perdizes, São Paulo - SP;1100000.0;94;3;2;3;87
Rua Doutor Cândido Espinheira - Perdizes, São Paulo - SP;1900000.0;169;3;3;5;87
Avenida dos Eucaliptos, 815 - Indianópolis, São Paulo - SP;453169.0;28;1;0;1;87
Perdizes, São Paulo - SP;1550000.0;177;3;3;4;87
Rua Tavares Bastos - Perdizes, São Paulo - SP;670000.0;100;3;1;2;87
Rua Iperoig - Perdizes, São Paulo - SP;330000.0;36;1;0;1;87
Rua Ministro Godói - Perdizes, São Paulo - SP;750000.0;107;3;1;2;87
Rua Itapicuru - Perdizes, São Paulo - SP;640000.0;88;2;1;2;87
Rua Itapicuru - Perdizes, São Paulo - SP;1250000.0;130;3;2;3;87
Rua Cayowaá, 1258 - Perdizes, São Paulo - SP;1010000.0;110;3;1;3;88
Rua Campevas, 238 - Perdizes, São Paulo - SP;0.0;106;2;1;4;88
Rua Apinajés, 931 - Perdizes, São Paulo - SP;760000.0;67;2;2;2;88
Rua Cardoso de Almeida, 978 - Perdizes, São Paulo - SP;980000.0;117;3;1;4;88
Rua dos Caetés, 878 - Perdizes, São Paulo - SP;600000.0;70;2;1;2;88
Rua Diana, 649 - Perdizes, São Paulo - SP;950000.0;105;3;1;3;88
Rua Cayowaá, 524 - Perdizes, São Paulo - SP;690000.0;69;3;1;2;88
Rua Cayowaá, 604 - Perdizes, São Paulo - SP;950000.0;96;2;1;2;88
Rua Iperoig, 333 - Perdizes, São Paulo - SP;0.0;171;3;3;3;88
Rua Aimberê, 406 - Perdizes, São Paulo - SP;1500000.0;131;3;2;3;88
Rua Cayowaá, 604 - Perdizes, São Paulo - SP;400000.0;37;1;0;1;88
Rua Apiacás, 961 - Perdizes, São Paulo - SP;2800000.0;196;4;4;5;88
Rua Cotoxó, 1290 - Perdizes, São Paulo - SP;2500000.0;150;3;3;4;88
Rua Caiubi, 1329 - Perdizes, São Paulo - SP;630000.0;70;2;1;2;88
Rua Cardoso de Almeida, 1116 - Perdizes, São Paulo - SP;1250000.0;137;3;1;3;88
Rua Iperoig, 333 - Perdizes, São Paulo - SP;0.0;171;0;3;5;88
Rua Ministro Godói, 664 - Perdizes, São Paulo - SP;3000000.0;174;3;2;5;88
Rua Paraguaçu - Perdizes, São Paulo - SP;6000000.0;267;3;5;4;88
Rua Cotoxó, 1290 - Perdizes, São Paulo - SP;2385000.0;153;3;3;5;88
Rua Apinajés, 271 - Perdizes, São Paulo - SP;1950000.0;173;3;4;5;88
Rua dos Caetés, 100 - Perdizes, São Paulo - SP;5500000.0;266;4;5;6;88
Rua Ministro Godói, 539 - Perdizes, São Paulo - SP;895000.0;106;3;1;3;88
Rua Cayowaá - Perdizes, São Paulo - SP;875000.0;110;3;1;3;88
Rua Cayowaá, 425 - Perdizes, São Paulo - SP;2300000.0;155;4;2;3;88
Rua Desembargador do Vale, 333 - Perdizes, São Paulo - SP;1500000.0;121;3;3;3;88
Rua Cardoso de Almeida, 978 - Perdizes, São Paulo - SP;550000.0;56;2;1;1;88
Rua Cayowaá, 390 - Perdizes, São Paulo - SP;2000000.0;100;3;2;3;88
Rua Cardoso de Almeida, 612 - Perdizes, São Paulo - SP;739900.0;101;2;1;2;88
Rua Apiacás - Perdizes, São Paulo - SP;1450000.0;127;3;2;3;88
Rua Apinajés, 969 - Perdizes, São Paulo - SP;1800000.0;226;4;3;4;88
Rua Monte Alegre, 1457 - Perdizes, São Paulo - SP;855000.0;93;3;3;3;88
Perdizes, São Paulo - SP;2190000.0;190;3;3;5;88
Rua Apinajés - Perdizes, São Paulo - SP;2100000.0;157;3;4;5;88
Rua Bartira, 901 - Perdizes, São Paulo - SP;1810000.0;186;4;2;5;88
Rua Tavares Bastos - Perdizes, São Paulo - SP;2950000.0;240;4;5;6;88
Rua Doutor Cândido Espinheira, 758 - Perdizes, São Paulo - SP;3500000.0;221;4;4;6;88
Rua Cayowaá, 1258 - Perdizes, São Paulo - SP;1010000.0;110;3;1;3;89
Rua Campevas, 238 - Perdizes, São Paulo - SP;0.0;106;2;1;4;89
Rua Apinajés, 931 - Perdizes, São Paulo - SP;760000.0;67;2;2;2;89
Rua Cardoso de Almeida, 978 - Perdizes, São Paulo - SP;980000.0;117;3;1;4;89
Rua dos Caetés, 878 - Perdizes, São Paulo - SP;600000.0;70;2;1;2;89
Rua Diana, 649 - Perdizes, São Paulo - SP;950000.0;105;3;1;3;89
Rua Cayowaá, 524 - Perdizes, São Paulo - SP;690000.0;69;3;1;2;89
Rua Cayowaá, 604 - Perdizes, São Paulo - SP;950000.0;96;2;1;2;89
Rua Iperoig, 333 - Perdizes, São Paulo - SP;0.0;171;3;3;3;89
Rua Aimberê, 406 - Perdizes, São Paulo - SP;1500000.0;131;3;2;3;89
Rua Cayowaá, 604 - Perdizes, São Paulo - SP;400000.0;37;1;0;1;89
Rua Apiacás, 961 - Perdizes, São Paulo - SP;2800000.0;196;4;4;5;89
Rua Cotoxó, 1290 - Perdizes, São Paulo - SP;2500000.0;150;3;3;4;89
Rua Caiubi, 1329 - Perdizes, São Paulo - SP;630000.0;70;2;1;2;89
Rua Cardoso de Almeida, 1116 - Perdizes, São Paulo - SP;1250000.0;137;3;1;3;89
Rua Iperoig, 333 - Perdizes, São Paulo - SP;0.0;171;0;3;5;89
Rua Ministro Godói, 664 - Perdizes, São Paulo - SP;3000000.0;174;3;2;5;89
Rua Paraguaçu - Perdizes, São Paulo - SP;6000000.0;267;3;5;4;89
Rua Cotoxó, 1290 - Perdizes, São Paulo - SP;2385000.0;153;3;3;5;89
Rua Apinajés, 271 - Perdizes, São Paulo - SP;1950000.0;173;3;4;5;89
